model,layer_number,normalized_depth,top10_prevalence,median_target_rank,raw_dropout_pct,masked_dropout_pct,dropout_reduction_pct,raw_persistent_depth,masked_persistent_depth
Mistral-7B,27,0.84375,0.2876376988984088,41.0,0.18482252141982863,0.17747858017135862,0.007343941248470015,0.8345720720720721,0.8356981981981982
Mistral-7B,28,0.875,0.33414932680538556,27.0,0.18482252141982863,0.17747858017135862,0.007343941248470015,0.8345720720720721,0.836036036036036
Mistral-7B,29,0.90625,0.4394124847001224,13.0,0.18482252141982863,0.18237454100367198,0.002447980416156653,0.8345720720720721,0.8391891891891892
Mistral-7B,30,0.9375,0.576499388004896,7.0,0.18482252141982863,0.17870257037943696,0.006119951040391675,0.8345720720720721,0.8406531531531531
Mistral-7B,31,0.96875,0.6254589963280294,4.0,0.18482252141982863,0.17870257037943696,0.006119951040391675,0.8345720720720721,0.8362612612612612
Mistral-7B,32,1.0,0.6793145654834761,3.0,0.18482252141982863,0.17258261933904528,0.01223990208078335,0.8345720720720721,0.8174535225048923
Qwen2.5-14B,1,0.020833333333333332,0.0,108039.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,2,0.041666666666666664,0.0,112729.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,3,0.0625,0.0,97201.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,4,0.08333333333333333,0.0,100718.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,5,0.10416666666666667,0.0,100837.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,6,0.125,0.0,106055.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,7,0.14583333333333334,0.0,110915.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,8,0.16666666666666666,0.0,108677.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,9,0.1875,0.0,109873.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,10,0.20833333333333334,0.0,89368.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,11,0.22916666666666666,0.0,85728.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,12,0.25,0.0,60430.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,13,0.2708333333333333,0.0,63026.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,14,0.2916666666666667,0.0,66509.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,15,0.3125,0.0,61577.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,16,0.3333333333333333,0.0,62209.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,17,0.3541666666666667,0.0,52296.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,18,0.375,0.0073439412484700125,59309.0,0.16768665850673195,0.16156670746634028,0.006119951040391675,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,19,0.3958333333333333,0.0,65444.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,20,0.4166666666666667,0.0,56360.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,21,0.4375,0.0,54911.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,22,0.4583333333333333,0.0,41207.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,23,0.4791666666666667,0.0,33098.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,24,0.5,0.0,24175.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,25,0.5208333333333334,0.0012239902080783353,23053.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,26,0.5416666666666666,0.0012239902080783353,14217.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,27,0.5625,0.0,13119.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,28,0.5833333333333334,0.0,13158.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,29,0.6041666666666666,0.0012239902080783353,13860.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002787823990356
Qwen2.5-14B,30,0.625,0.0012239902080783353,17208.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9002411091018686
Qwen2.5-14B,31,0.6458333333333334,0.03182374541003672,10345.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9011075949367089
Qwen2.5-14B,32,0.6666666666666666,0.03916768665850673,4643.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9004294755877035
Qwen2.5-14B,33,0.6875,0.051407588739290085,1824.0,0.16768665850673195,0.16768665850673195,0.0,0.9002411091018686,0.9004294755877035
Qwen2.5-14B,34,0.7083333333333334,0.06976744186046512,1021.0,0.16768665850673195,0.1664626682986536,0.0012239902080783405,0.9002411091018686,0.9005424954792043
Qwen2.5-14B,35,0.7291666666666666,0.09914320685434516,528.0,0.16768665850673195,0.16156670746634028,0.006119951040391675,0.9002411091018686,0.9007685352622061
Qwen2.5-14B,36,0.75,0.1211750305997552,401.0,0.16768665850673195,0.16156670746634028,0.006119951040391675,0.9002411091018686,0.9006931886678722
Qwen2.5-14B,37,0.7708333333333334,0.15422276621787026,172.0,0.16768665850673195,0.16523867809057527,0.002447980416156681,0.9002411091018686,0.9008438818565401
Qwen2.5-14B,38,0.7916666666666666,0.18849449204406366,124.0,0.16768665850673195,0.1554467564259486,0.01223990208078335,0.9002411091018686,0.9006555153707052
Qwen2.5-14B,39,0.8125,0.189718482252142,103.0,0.16768665850673195,0.16156670746634028,0.006119951040391675,0.9002411091018686,0.9003164556962026
Qwen2.5-14B,40,0.8333333333333334,0.22031823745410037,104.0,0.16768665850673195,0.15299877600979192,0.01468788249694003,0.9002411091018686,0.9007308619650393
Qwen2.5-14B,41,0.8541666666666666,0.2178702570379437,91.0,0.16768665850673195,0.16401468788249693,0.0036719706242350214,0.9002411091018686,0.9004671488848703
Qwen2.5-14B,42,0.875,0.22643818849449204,77.0,0.16768665850673195,0.16401468788249693,0.0036719706242350214,0.9002411091018686,0.9004294755877035
Qwen2.5-14B,43,0.8958333333333334,0.2631578947368421,54.0,0.16768665850673195,0.16279069767441862,0.004895960832313334,0.9002411091018686,0.900956901748041
Qwen2.5-14B,44,0.9166666666666666,0.3292533659730722,42.0,0.16768665850673195,0.16279069767441862,0.004895960832313334,0.9002411091018686,0.902124773960217
Qwen2.5-14B,45,0.9375,0.38922888616891066,20.0,0.16768665850673195,0.16034271725826194,0.007343941248470015,0.9002411091018686,0.9020117540687161
Qwen2.5-14B,46,0.9583333333333334,0.5483476132190942,7.0,0.16768665850673195,0.1591187270501836,0.008567931456548356,0.9002411091018686,0.9049502712477396
Qwen2.5-14B,47,0.9791666666666666,0.6364749082007344,4.0,0.16768665850673195,0.1456548347613219,0.022031823745410045,0.9002411091018686,0.8997513562386981
Qwen2.5-14B,48,1.0,0.6768665850673194,4.0,0.16768665850673195,0.15667074663402691,0.011015911872705036,0.9002411091018686,0.8934695512820513
Qwen2.5-7B,1,0.03571428571428571,0.0,44404.0,0.18849449204406366,0.18849449204406366,0.0,0.8760464488252768,0.8760464488252768
Qwen2.5-7B,2,0.07142857142857142,0.0,38972.0,0.18849449204406366,0.18849449204406366,0.0,0.8760464488252768,0.8760464488252768
Qwen2.5-7B,3,0.10714285714285714,0.0,22727.0,0.18849449204406366,0.18849449204406366,0.0,0.8760464488252768,0.8760464488252768
Qwen2.5-7B,4,0.14285714285714285,0.0,23920.0,0.18849449204406366,0.18849449204406366,0.0,0.8760464488252768,0.8760464488252768
Qwen2.5-7B,5,0.17857142857142858,0.0,18460.0,0.18849449204406366,0.18849449204406366,0.0,0.8760464488252768,0.8760464488252768
Qwen2.5-7B,6,0.21428571428571427,0.0,22269.0,0.18849449204406366,0.18849449204406366,0.0,0.8760464488252768,0.8760464488252768
Qwen2.5-7B,7,0.25,0.0,15457.0,0.18849449204406366,0.18849449204406366,0.0,0.8760464488252768,0.8760464488252768
Qwen2.5-7B,8,0.2857142857142857,0.0,19595.0,0.18849449204406366,0.18849449204406366,0.0,0.8760464488252768,0.8760464488252768
Qwen2.5-7B,9,0.32142857142857145,0.0,3275.0,0.18849449204406366,0.18849449204406366,0.0,0.8760464488252768,0.8760464488252768
Qwen2.5-7B,10,0.35714285714285715,0.0,2997.0,0.18849449204406366,0.18849449204406366,0.0,0.8760464488252768,0.8760464488252768
Qwen2.5-7B,11,0.39285714285714285,0.0012239902080783353,3546.0,0.18849449204406366,0.18849449204406366,0.0,0.8760464488252768,0.8760464488252768
Qwen2.5-7B,12,0.42857142857142855,0.0208078335373317,1119.0,0.18849449204406366,0.18604651162790697,0.002447980416156681,0.8760464488252768,0.876113961652714
Qwen2.5-7B,13,0.4642857142857143,0.033047735618115054,546.0,0.18849449204406366,0.1799265605875153,0.008567931456548356,0.8760464488252768,0.8760464488252768
Qwen2.5-7B,14,0.5,0.008567931456548347,1310.0,0.18849449204406366,0.18727050183598531,0.0012239902080783405,0.8760464488252768,0.8759114231704024
Qwen2.5-7B,15,0.5357142857142857,0.017135862913096694,801.0,0.18849449204406366,0.18849449204406366,0.0,0.8760464488252768,0.8761814744801513
Qwen2.5-7B,16,0.5714285714285714,0.05018359853121175,340.0,0.18849449204406366,0.18849449204406366,0.0,0.8760464488252768,0.8765865514447745
Qwen2.5-7B,17,0.6071428571428571,0.06364749082007344,505.0,0.18849449204406366,0.18115055079559364,0.007343941248470015,0.8760464488252768,0.8763165001350256
Qwen2.5-7B,18,0.6428571428571429,0.04039167686658507,585.0,0.18849449204406366,0.18482252141982863,0.0036719706242350214,0.8760464488252768,0.8759789359978396
Qwen2.5-7B,19,0.6785714285714286,0.08445532435740515,596.0,0.18849449204406366,0.18849449204406366,0.0,0.8760464488252768,0.8779368079935188
Qwen2.5-7B,20,0.7142857142857143,0.19461444308445533,437.0,0.18849449204406366,0.1835985312117503,0.004895960832313362,0.8760464488252768,0.8805022954361329
Qwen2.5-7B,21,0.75,0.21542227662178703,534.0,0.18849449204406366,0.17747858017135862,0.011015911872705036,0.8760464488252768,0.8772616797191466
Qwen2.5-7B,22,0.7857142857142857,0.211750305997552,468.0,0.18849449204406366,0.17870257037943696,0.009791921664626696,0.8760464488252768,0.8757088846880907
Qwen2.5-7B,23,0.8214285714285714,0.24112607099143207,263.0,0.18849449204406366,0.17870257037943696,0.009791921664626696,0.8760464488252768,0.876113961652714
Qwen2.5-7B,24,0.8571428571428571,0.3268053855569155,68.0,0.18849449204406366,0.17870257037943696,0.009791921664626696,0.8760464488252768,0.8790845260599514
Qwen2.5-7B,25,0.8928571428571429,0.3427172582619339,45.0,0.18849449204406366,0.17135862913096694,0.01713586291309671,0.8760464488252768,0.8746961922765325
Qwen2.5-7B,26,0.9285714285714286,0.408812729498164,21.0,0.18849449204406366,0.17503059975520197,0.01346389228886169,0.8760464488252768,0.8771266540642723
Qwen2.5-7B,27,0.9642857142857143,0.5348837209302325,8.0,0.18849449204406366,0.1664626682986536,0.022031823745410045,0.8760464488252768,0.881514987847691
Qwen2.5-7B,28,1.0,0.6474908200734394,4.0,0.18849449204406366,0.17503059975520197,0.01346389228886169,0.8760464488252768,0.8482347172278523
Gemma-7B,1,0.03571428571428571,0.0,3048.0,0.47980416156670747,0.47980416156670747,0.0,0.999756216479766,0.999756216479766
Gemma-7B,2,0.07142857142857142,0.0,1241.0,0.47980416156670747,0.47980416156670747,0.0,0.999756216479766,0.999756216479766
Gemma-7B,3,0.10714285714285714,0.0,513.0,0.47980416156670747,0.47980416156670747,0.0,0.999756216479766,0.999756216479766
Gemma-7B,4,0.14285714285714285,0.0,572.0,0.47980416156670747,0.47980416156670747,0.0,0.999756216479766,0.999756216479766
Gemma-7B,5,0.17857142857142858,0.0,741.0,0.47980416156670747,0.47980416156670747,0.0,0.999756216479766,0.999756216479766
Gemma-7B,6,0.21428571428571427,0.0,1650.0,0.47980416156670747,0.47980416156670747,0.0,0.999756216479766,0.999756216479766
Gemma-7B,7,0.25,0.0,1268.0,0.47980416156670747,0.47980416156670747,0.0,0.999756216479766,0.999756216479766
Gemma-7B,8,0.2857142857142857,0.0,999.0,0.47980416156670747,0.47980416156670747,0.0,0.999756216479766,0.999756216479766
Gemma-7B,9,0.32142857142857145,0.0,769.0,0.47980416156670747,0.47980416156670747,0.0,0.999756216479766,0.999756216479766
